,#R1,#R2,#R3,#R4,#R5
188120,0,0,0,0,1
188121,0,0,0,0,1
188122,0,0,0,0,1
188123,0,0,0,2,24
188124,0,0,0,0,5
188125,0,0,2,4,44
188126,0,0,2,4,44
188127,0,0,0,0,0
188128,0,0,0,0,2
188129,0,0,0,0,0
188130,0,0,0,0,0
188131,1,0,0,8,41
188132,1,0,0,8,41
188133,0,0,0,4,46
188134,1,0,0,8,41
188135,0,0,0,0,2
188136,0,0,2,1,10
188137,0,0,0,0,1
188138,0,0,0,4,46
188139,0,0,0,0,4
188140,0,0,0,0,0
188141,0,0,0,0,0
188142,0,0,0,3,20
188143,0,0,0,3,20
188144,0,0,0,3,20
188145,0,0,0,3,20
188146,0,0,0,3,20
188147,0,0,0,3,20
188148,0,0,0,3,20
188149,0,0,0,0,1
188150,0,0,0,0,1
188151,0,0,0,3,20
188152,0,0,0,1,49
188153,0,0,0,1,49
188154,0,0,0,1,14
188155,0,0,0,0,0
188156,0,0,0,0,0
188157,0,0,0,0,16
188158,0,0,0,0,1
188159,0,0,0,0,0
188160,0,0,0,0,0
188161,0,0,0,0,0
188162,0,0,0,0,0
188163,0,0,0,0,0
188164,0,0,0,0,0
188165,0,0,0,0,0
188166,0,0,0,0,0
188167,0,0,0,0,0
188168,0,0,0,0,0
188169,0,0,0,0,0
188170,0,0,0,1,10
188171,0,0,0,0,0
188172,0,0,0,0,0
188173,0,0,2,4,44
188174,0,0,0,0,5
188175,0,0,0,0,2
188176,0,0,0,0,10
188177,0,0,0,0,50
188178,0,0,1,0,1
188179,0,0,0,0,25
188180,0,0,0,0,2
188181,0,0,0,0,2
188182,0,0,0,0,2
188183,0,0,0,0,1
188184,0,0,0,0,1
188185,0,0,0,0,1
188186,0,0,0,0,1
188187,0,0,0,0,1
188188,0,0,0,0,1
188189,0,0,0,0,1
188190,0,0,0,0,1
188191,0,0,0,0,1
188192,0,0,0,0,1
188193,0,0,0,0,1
188194,0,0,0,0,1
188195,0,0,0,0,3
188196,0,0,0,1,15
188197,0,0,0,0,8
188198,0,0,0,0,8
188199,0,0,0,0,2
188200,0,0,0,0,2
188201,0,0,0,0,2
188202,0,0,0,1,3
188203,0,0,0,0,1
188204,0,0,0,0,8
188205,0,0,0,1,3
188206,0,0,0,0,1
188207,0,0,0,1,3
188208,0,0,0,1,31
188209,0,0,0,1,3
188210,0,0,0,0,1
188211,0,0,0,1,15
188212,0,0,0,0,2
188213,0,0,0,0,1
188214,0,0,0,0,1
188215,0,0,0,6,44
188216,0,0,0,1,6
188217,0,0,0,0,3
188218,0,0,0,0,3
188219,0,0,0,0,1
188220,0,0,0,0,1
188221,0,0,0,0,0
188222,0,0,0,0,0
188223,0,0,0,0,0
188224,0,0,0,1,21
188225,0,0,0,0,1
188226,0,0,1,1,9
188227,0,0,0,0,0
188228,0,0,0,0,0
188229,0,0,0,0,0
188230,0,0,0,0,0
188231,0,0,0,0,0
188232,0,0,0,0,0
188233,0,0,0,0,0
188234,0,0,0,0,0
188235,0,0,0,0,0
188236,0,0,0,0,0
188237,0,0,0,0,0
188238,0,0,0,0,0
188239,0,0,0,0,0
188240,0,0,0,1,31
188241,0,0,0,0,1
188242,0,0,0,0,0
188243,0,0,1,0,3
188244,0,0,1,0,3
188245,0,0,0,1,2
188246,0,0,0,1,2
188247,0,0,0,0,1
188248,1,0,2,4,32
188249,1,0,0,5,44
188250,0,0,0,0,1
188251,0,0,0,0,1
188252,0,0,0,0,1
188253,0,0,0,0,0
188254,0,0,0,0,3
188255,0,0,0,0,15
188256,0,0,0,0,0
188257,0,0,0,0,0
188258,0,0,0,0,3
188259,0,0,0,0,3
188260,0,0,0,0,3
188261,0,0,0,0,7
188262,0,0,0,0,7
188263,0,0,0,0,7
188264,0,0,0,0,7
188265,0,0,0,0,1
188266,0,0,0,0,7
188267,2,0,0,1,47
188268,0,0,0,0,7
188269,0,0,0,0,7
188270,0,0,0,0,7
188271,0,0,0,0,0
188272,2,0,0,1,47
188273,0,0,0,0,5
188274,2,0,0,1,47
188275,0,0,0,0,7
188276,2,0,0,1,47
188277,0,0,0,0,5
188278,0,0,0,0,21
188279,0,0,0,0,1
188280,0,0,0,0,1
188281,0,0,0,0,0
188282,0,0,0,0,0
188283,0,0,0,0,0
188284,0,0,0,0,0
188285,0,0,0,0,0
188286,0,0,0,0,0
188287,2,0,0,1,47
188288,0,0,0,5,45
188289,0,0,0,0,8
188290,0,0,0,1,31
188291,0,0,0,1,31
188292,0,0,0,0,0
188293,0,0,0,0,0
188294,0,0,0,0,0
188295,0,0,0,1,49
188296,0,0,0,1,49
188297,0,0,0,1,49
188298,0,0,0,0,2
188299,0,0,1,0,3
188300,0,0,0,0,1
188301,0,0,0,0,1
188302,0,0,0,1,15
188303,0,0,1,2,47
188304,0,0,1,2,47
188305,0,0,0,0,4
188306,0,0,1,2,47
188307,0,0,1,2,47
188308,0,0,1,2,47
188309,0,0,1,2,47
188310,0,0,0,0,2
188311,0,0,0,0,0
188312,0,1,0,1,27
188313,0,0,0,0,1
188314,0,0,0,0,1
188315,0,0,1,2,47
188316,0,0,1,2,47
188317,0,0,0,2,17
188318,0,0,0,0,6
188319,0,0,0,0,6
188320,0,0,0,0,6
188321,0,0,0,0,5
188322,0,0,0,0,0
188323,0,0,0,0,0
188324,0,0,0,0,0
188325,0,0,0,0,0
188326,0,0,0,0,0
188327,0,0,0,0,0
188328,0,0,0,0,2
188329,0,0,0,0,2
188330,0,0,0,0,2
188331,0,0,0,0,2
188332,0,0,0,4,46
188333,0,0,0,4,46
188334,0,0,0,0,3
188335,0,0,0,0,1
188336,0,0,0,0,1
188337,0,0,0,0,0
188338,0,0,0,1,9
188339,0,0,0,1,9
188340,0,0,0,0,2
188341,0,0,1,0,3
188342,0,0,0,0,3
188343,0,0,0,0,3
188344,0,0,0,0,3
188345,0,0,0,0,3
188346,0,0,0,0,50
188347,0,0,0,0,0
188348,0,0,0,0,0
188349,0,0,0,0,0
188350,0,0,0,0,0
188351,0,0,0,0,0
188352,0,0,0,0,0
188353,0,0,0,0,0
188354,0,0,0,0,0
188355,0,0,0,0,0
188356,0,0,0,0,0
188357,0,0,0,0,0
188358,0,0,0,0,0
188359,0,0,0,0,0
188360,0,0,0,0,0
188361,0,0,0,0,5
188362,0,0,0,0,0
188363,0,0,0,0,0
188364,0,0,0,0,1
188365,0,0,0,0,4
188366,0,0,0,0,0
188367,0,0,0,0,0
188368,0,0,0,0,0
188369,0,0,0,0,17
188370,0,0,0,0,2
188371,0,0,0,0,9
188372,0,0,0,0,0
188373,0,0,0,0,2
188374,0,0,0,0,2
188375,0,1,0,1,27
188376,0,0,0,0,2
188377,0,0,0,0,2
188378,0,0,0,0,2
188379,0,0,0,0,2
188380,0,0,0,0,7
188381,0,0,0,0,7
188382,0,0,0,0,7
188383,0,0,0,0,7
188384,0,0,0,0,7
188385,0,0,0,0,2
188386,0,0,0,0,7
188387,0,0,0,0,7
188388,0,0,0,0,7
188389,0,0,0,0,7
188390,0,0,0,0,7
188391,0,0,0,0,7
188392,0,0,0,0,7
188393,0,0,0,0,7
188394,0,0,0,0,7
188395,0,0,0,0,7
188396,0,0,0,0,7
188397,0,0,0,0,7
188398,0,0,0,0,7
188399,0,0,0,0,7
188400,0,0,0,0,7
188401,0,0,0,0,7
188402,0,0,0,0,7
188403,0,0,0,0,7
188404,0,0,0,0,0
188405,0,0,0,0,0
188406,0,0,0,0,0
188407,0,0,0,0,0
188408,0,0,0,0,0
188409,0,0,0,5,45
188410,0,0,0,0,5
188411,0,0,0,5,45
188412,0,0,0,5,45
188413,0,0,0,0,5
188414,0,0,0,0,0
188415,0,0,0,1,23
188416,0,0,0,0,0
188417,0,0,0,0,0
188418,0,0,0,0,0
188419,0,0,0,0,0
188420,0,0,0,0,0
188421,0,0,0,0,0
188422,0,0,0,0,0
188423,0,0,0,0,14
188424,0,0,0,0,0
188425,0,0,0,5,38
188426,0,0,0,0,7
188427,0,0,0,0,7
188428,0,0,0,0,7
188429,0,0,0,0,7
188430,0,0,0,0,7
188431,0,0,0,0,7
188432,0,0,0,0,7
188433,0,0,0,0,7
188434,0,0,0,0,7
188435,0,0,0,0,7
188436,0,0,0,0,7
188437,0,0,0,0,7
188438,0,0,0,0,7
188439,0,0,0,0,7
188440,0,0,0,0,4
188441,0,0,0,0,0
188442,0,0,0,0,4
188443,0,0,0,0,0
188444,0,0,0,0,0
188445,0,0,0,0,1
188446,0,0,0,0,3
188447,0,0,0,0,3
188448,0,0,0,1,2
188449,0,0,0,0,3
188450,0,0,2,0,48
188451,0,0,0,1,16
188452,0,0,2,0,48
188453,0,0,2,0,48
188454,0,0,0,0,0
188455,0,0,0,0,0
188456,0,0,0,0,0
188457,0,0,0,1,49
188458,0,0,0,1,49
188459,0,0,0,2,48
188460,0,0,0,2,48
188461,0,0,0,3,47
188462,0,0,0,3,47
188463,0,1,1,2,46
188464,0,0,0,0,1
188465,0,0,0,0,1
188466,0,0,0,0,1
188467,0,0,0,0,1
188468,0,0,0,0,15
188469,0,0,0,0,15
188470,0,0,0,0,15
188471,0,0,0,0,15
188472,0,0,0,0,0
188473,0,0,1,1,10
188474,0,0,0,0,23
188475,0,0,0,0,10
188476,0,0,0,0,0
188477,0,0,0,0,0
188478,0,0,0,0,0
188479,0,0,0,0,0
188480,0,0,2,0,47
188481,0,0,0,1,17
188482,0,0,0,0,3
188483,0,0,0,1,17
188484,0,0,0,0,0
188485,0,0,0,0,0
188486,0,0,0,0,0
188487,0,0,0,0,0
188488,0,0,0,0,0
188489,0,0,0,0,0
188490,0,0,0,3,47
188491,0,0,0,3,47
188492,0,0,0,3,47
188493,0,0,0,1,17
188494,0,0,0,1,17
188495,0,0,0,0,8
188496,0,0,0,0,1
188497,0,0,0,1,17
188498,0,0,0,1,17
188499,0,0,0,1,17
188500,0,0,0,1,17
188501,0,0,0,0,3
188502,0,0,0,0,7
188503,0,0,0,0,0
188504,0,0,0,0,0
188505,0,0,0,0,0
188506,0,0,0,1,49
188507,0,0,0,1,49
188508,0,0,0,0,0
188509,0,0,0,0,1
188510,0,0,0,0,1
188511,0,0,0,0,1
188512,0,0,0,0,1
188513,0,0,0,0,0
188514,0,0,0,0,10
188515,0,0,0,2,48
188516,0,0,0,0,10
188517,0,0,0,2,48
188518,0,0,0,2,48
188519,0,0,0,0,2
188520,0,0,0,0,1
188521,0,0,0,0,5
188522,0,0,0,0,3
188523,0,0,0,1,3
188524,0,0,0,1,3
188525,0,0,0,0,3
188526,0,0,0,0,3
188527,0,0,0,0,2
188528,0,0,0,3,20
188529,0,0,0,1,17
188530,0,0,0,3,30
188531,0,0,0,0,3
188532,0,0,0,0,3
188533,0,0,0,0,20
188534,0,0,0,1,17
188535,0,0,0,3,20
188536,0,0,0,0,20
188537,0,0,0,1,17
188538,0,0,0,0,3
188539,0,0,0,2,19
188540,0,0,0,2,19
188541,0,0,0,0,14
188542,0,0,0,0,0
188543,0,0,0,1,49
188544,0,0,0,0,9
188545,0,0,0,1,31
188546,0,0,0,2,48
188547,0,0,0,0,14
188548,0,0,0,0,14
188549,0,0,0,0,14
188550,0,0,0,0,14
188551,0,0,0,0,14
188552,0,0,0,4,46
188553,0,0,0,1,14
188554,0,0,0,1,14
188555,0,0,0,0,6
188556,0,0,0,0,6
188557,0,0,0,0,6
188558,0,0,0,0,0
188559,0,0,0,0,0
188560,0,0,0,0,0
188561,0,0,0,0,0
188562,0,0,0,0,0
188563,0,0,0,0,0
188564,0,0,0,0,0
188565,0,0,0,0,0
188566,0,0,0,0,0
188567,0,0,0,0,0
188568,0,0,0,0,0
188569,0,0,0,0,0
188570,0,0,0,0,0
188571,0,0,0,0,7
188572,0,0,0,0,0
188573,0,0,0,0,7
188574,0,0,0,0,7
188575,0,0,0,0,0
188576,0,0,0,0,0
188577,0,0,0,0,0
188578,0,0,0,0,1
188579,0,0,0,0,1
188580,0,0,1,3,29
188581,0,0,0,0,1
188582,1,0,2,3,44
188583,0,0,0,1,31
188584,0,0,1,3,29
188585,0,0,0,1,8
188586,0,0,1,3,29
188587,0,0,0,0,0
188588,0,0,0,0,1
188589,0,0,0,1,31
188590,0,1,0,2,30
188591,0,1,0,2,30
188592,0,1,0,2,30
188593,0,0,0,0,17
188594,0,0,0,0,17
188595,0,0,0,0,17
188596,0,0,0,0,17
188597,0,0,0,1,3
188598,0,0,0,1,3
188599,0,0,0,1,3
188603,0,0,0,1,3
188604,0,0,0,1,3
188605,0,0,0,1,3
188606,0,0,0,1,3
188607,0,0,0,0,17
188608,0,0,0,0,17
188609,0,0,0,0,1
188610,0,0,0,0,0
188611,0,0,0,1,2
188612,0,0,0,1,2
188613,0,0,0,1,49
188614,0,0,0,1,49
188615,0,0,0,1,49
188616,0,0,0,1,49
188617,0,0,0,0,30
188618,0,0,0,0,11
188619,0,0,1,0,12
188620,0,0,0,0,1
188621,0,0,0,0,2
188622,0,0,0,0,1
188623,0,0,0,0,11
188624,0,0,0,0,3
188625,0,0,0,0,3
188626,0,0,0,0,3
188627,0,0,0,0,1
188628,0,0,0,0,1
188629,0,0,0,0,0
188630,0,0,0,0,0
188631,0,0,0,0,0
188632,0,0,0,0,0
188633,0,0,0,4,46
188634,0,0,0,4,46
188635,0,0,0,4,46
188636,0,0,0,4,46
188637,0,0,0,0,6
188638,0,0,0,0,6
188639,0,0,0,0,0
188640,0,0,0,0,0
188641,0,0,0,0,1
188642,0,0,0,0,1
188643,0,0,0,0,30
188644,0,0,0,1,6
188645,0,0,0,3,47
188646,0,0,0,0,0
188647,0,0,0,3,47
188648,0,0,0,1,32
188649,0,0,0,0,0
188650,0,0,0,0,2
188651,0,0,0,0,2
188652,0,0,0,0,2
188653,0,0,0,0,3
188654,0,0,0,0,0
188655,0,0,0,0,4
188656,0,0,0,0,4
188657,0,0,0,0,0
188658,0,0,0,0,0
188659,0,0,0,0,0
188660,0,0,0,0,0
188661,0,0,0,0,0
188662,0,0,1,3,29
188663,0,0,1,3,29
188665,0,0,1,3,29
188666,0,0,1,3,29
188667,0,0,1,2,47
188668,0,0,1,2,47
188669,0,0,1,2,47
188670,0,0,1,3,29
188671,0,0,1,3,29
188672,0,0,1,3,29
188673,0,0,1,3,29
188674,0,0,1,3,29
188675,0,0,1,3,29
188676,0,0,1,3,29
188677,0,0,1,3,29
188678,0,0,1,3,29
188679,0,0,1,3,29
188680,0,0,1,3,29
188681,0,0,1,3,29
188682,0,0,1,3,29
188683,0,0,0,0,0
188684,0,0,1,3,29
188685,0,0,0,0,0
188686,0,0,0,0,0
188687,0,0,0,0,0
188688,0,0,0,0,0
188689,0,0,1,3,29
188690,0,0,1,3,29
188692,0,0,0,0,1
188693,0,0,0,3,20
188694,0,0,1,3,29
188695,0,0,1,3,29
188696,0,0,1,3,29
188697,0,0,1,3,29
188698,0,0,0,1,11
188699,0,0,1,3,29
188700,0,0,0,0,20
188701,0,0,1,3,29
188702,0,0,1,3,29
188703,0,0,1,3,29
188704,0,0,1,3,29
188705,0,0,1,2,47
188706,0,0,1,2,47
188707,0,0,0,1,3
188708,0,0,0,1,3
188709,0,0,0,1,3
188710,0,0,0,0,14
188711,0,0,0,2,45
188712,0,0,0,0,50
188713,0,0,0,0,1
188714,0,0,2,4,44
188715,0,0,1,3,29
188716,0,0,1,3,29
188717,0,0,0,0,0
188718,0,0,1,3,29
188719,0,0,1,3,29
188720,0,0,1,3,29
188721,0,0,1,3,29
188722,0,0,1,3,29
188723,0,0,1,3,29
188724,0,0,1,3,29
188725,0,0,1,3,29
188726,0,0,1,3,29
188727,0,0,1,3,29
188728,0,0,1,3,29
188729,0,0,1,3,29
188730,0,0,1,3,29
188731,0,0,0,0,0
188732,0,0,0,0,0
188733,0,0,0,0,1
188734,0,0,0,1,31
188735,0,0,0,0,0
188736,0,0,1,2,47
188737,0,0,0,0,12
188738,0,0,0,0,12
188739,0,0,0,0,30
188740,0,0,0,0,0
188741,0,0,0,0,0
188742,0,0,0,0,0
188743,0,0,1,3,29
188744,0,0,1,3,29
188745,0,0,1,3,29
188746,0,0,1,3,29
188747,0,0,1,3,29
188748,0,0,1,3,29
188749,0,0,1,3,29
188750,0,0,1,3,29
188751,0,0,1,3,29
188752,0,0,1,3,29
188753,0,0,1,3,29
188754,0,0,0,0,0
188755,0,0,0,1,8
188756,0,0,0,1,8
188757,0,0,0,1,8
188758,0,0,0,5,45
188759,0,0,0,5,45
188760,0,0,0,5,45
188761,0,0,0,0,0
188762,0,0,0,0,3
188763,0,0,0,0,0
188764,0,0,0,0,2
188765,0,0,0,1,3
188766,0,0,0,1,3
188767,0,0,0,1,3
188768,0,0,0,0,44
188769,0,0,0,0,44
188770,0,0,0,0,2
188771,0,0,0,1,7
188772,0,0,0,1,7
188773,0,0,0,0,1
188774,0,0,0,0,1
188775,0,0,0,1,14
188776,0,0,0,0,29
188777,0,0,0,0,29
188778,0,0,0,0,0
188779,0,0,0,0,9
188780,0,0,0,0,16
188781,0,0,0,1,3
188782,1,0,1,0,31
188783,1,0,1,0,31
188784,0,0,1,0,8
188785,0,0,0,0,0
188786,0,0,0,1,16
188787,0,0,0,0,3
188788,0,0,0,0,3
188789,0,0,0,0,4
188790,0,0,0,0,4
188791,0,0,1,4,45
188792,0,0,1,4,45
188793,0,0,1,4,45
188794,0,0,1,4,45
188795,0,0,1,4,45
188796,0,0,0,0,1
188797,0,0,1,4,45
188798,0,0,1,4,45
188799,0,0,0,0,2
188800,0,0,0,0,0
188801,0,0,0,0,0
188802,0,0,0,0,2
188803,0,0,0,0,2
188804,0,0,0,0,1
188805,0,0,0,4,26
188806,0,0,0,0,0
188807,0,0,0,0,0
188808,0,0,0,0,0
188809,0,0,0,0,0
188810,0,0,0,1,23
188811,0,0,0,0,0
188812,0,0,2,1,47
188813,0,0,0,0,13
188814,0,0,0,0,0
188815,0,0,0,0,0
188816,0,0,0,1,3
188817,0,0,0,1,3
188818,0,0,0,0,0
188819,0,0,0,0,7
188820,0,0,0,0,1
188821,0,0,0,0,1
188822,0,0,0,0,1
188823,0,0,0,0,4
188824,0,1,2,6,41
188825,0,0,0,0,0
188826,0,0,0,0,0
188827,0,0,0,0,4
188828,0,0,0,0,1
188829,0,0,0,0,1
188830,0,0,0,0,0
188831,0,0,1,2,47
188832,0,0,0,0,0
188833,0,0,1,3,29
188834,0,0,1,3,29
188835,0,0,1,3,29
188836,0,0,0,0,10
188837,0,0,0,0,0
188838,0,0,0,1,14
188839,0,0,0,0,0
188840,0,0,0,1,14
188841,0,0,0,0,0
188842,0,0,0,1,14
188843,0,0,1,3,29
188844,0,0,1,3,29
188845,0,0,0,1,14
188846,0,0,0,0,10
188847,0,0,0,0,0
188848,0,0,0,0,3
188849,0,0,0,0,3
188850,0,0,0,0,50
188851,0,0,0,0,3
188852,0,0,0,0,50
188853,0,0,2,4,25
188854,0,0,0,0,3
188855,0,0,2,4,25
188856,0,0,2,4,25
188857,0,0,0,0,0
188858,0,0,0,0,0
188859,0,0,0,0,0
188860,0,0,0,0,0
188861,0,0,0,0,0
188862,0,0,0,0,0
188863,0,0,0,0,0
188864,0,0,0,5,36
188865,0,0,0,0,0
188866,0,0,0,0,0
188867,0,0,0,3,47
188868,0,0,0,0,0
188869,0,0,0,0,50
188870,0,0,0,0,2
188871,0,0,0,0,2
188872,0,0,0,0,2
188873,0,0,0,0,0
188874,0,0,0,0,0
188875,0,0,0,0,0
188876,0,0,0,0,0
188877,0,0,0,2,48
188878,0,0,0,2,48
188879,0,0,0,2,48
188880,0,0,0,0,0
188881,0,0,0,0,20
188882,0,0,0,0,0
188883,0,0,0,0,11
188884,1,0,0,2,8
188885,0,0,0,5,45
188886,0,0,0,0,0
188887,0,0,0,0,0
188888,0,0,0,0,0
188889,0,0,0,0,0
188890,0,0,0,0,0
188891,0,0,0,0,0
188892,0,0,0,0,0
188893,0,0,0,0,0
188894,0,0,0,1,3
188895,0,0,0,1,3
188896,0,0,0,1,3
188897,0,0,0,1,3
188898,0,0,0,0,0
188899,0,0,0,0,3
188900,0,0,0,1,3
188901,0,0,0,1,3
188902,0,0,0,1,3
188903,0,0,0,1,3
188904,0,0,0,1,3
188905,0,0,0,1,3
188906,0,0,0,1,3
188907,0,0,0,1,3
188908,0,0,0,0,0
188909,0,0,0,0,5
188910,0,0,0,0,5
188911,0,0,0,0,5
188912,0,0,0,0,5
188913,0,0,0,0,5
188914,0,0,0,0,12
188915,0,0,0,0,0
188916,0,0,2,0,48
188917,0,0,0,0,0
188918,0,0,0,0,2
188919,0,0,0,0,0
188920,0,0,0,1,49
188921,0,0,1,1,48
188922,0,0,0,0,1
188923,0,0,0,0,0
188924,0,0,0,0,0
188925,0,0,0,0,2
188926,0,0,0,0,2
188927,0,0,0,0,0
188928,0,0,0,0,0
188929,0,0,0,0,0
188930,0,0,1,5,41
188931,0,0,1,5,41
188932,0,0,1,5,41
188933,0,0,0,0,6
188934,0,0,0,2,19
188935,0,0,0,0,14
188936,0,0,0,3,37
188937,0,0,0,3,47
188938,0,0,0,0,2
188939,0,0,0,0,0
188940,0,0,0,2,15
188941,0,0,0,2,15
188942,0,0,0,1,0
188943,0,0,0,0,7
188944,0,0,0,0,7
188945,0,0,0,0,7
188946,0,0,0,0,1
188947,0,0,0,0,1
188948,0,0,0,0,1
188949,0,0,0,0,2
188950,0,0,0,0,1
188951,0,0,0,0,1
188952,0,0,0,0,1
188953,0,0,0,0,1
188954,0,0,0,0,1
188955,0,0,0,0,1
188956,0,0,0,0,1
188957,1,0,0,2,11
188958,0,0,0,0,1
188959,0,0,0,3,13
188960,0,0,0,0,1
188961,0,0,0,0,1
188962,0,0,0,0,1
188963,0,0,0,0,0
188964,0,0,0,0,0
188965,0,0,0,0,1
188966,0,0,0,0,0
188967,0,0,0,0,0
188968,0,0,0,0,0
188969,0,0,0,0,0
188970,0,0,0,3,13
188971,0,0,0,0,0
188972,0,0,0,0,0
188973,0,0,0,0,0
188974,0,0,0,0,50
188975,0,0,0,1,49
188976,0,0,0,1,49
188977,0,0,0,0,1
188978,0,0,0,0,50
188979,0,0,0,0,1
188980,0,0,0,0,0
188981,0,0,0,0,0
188982,0,0,0,0,0
188983,0,0,0,0,2
188984,0,0,0,0,2
188985,0,0,0,0,2
188986,0,0,0,0,2
188987,0,0,1,1,48
188988,0,0,0,0,1
188989,0,0,1,0,49
188990,0,0,1,0,49
188991,0,0,0,0,1
188992,0,0,0,0,4
188993,0,0,1,0,49
188994,0,0,1,0,49
188995,0,0,1,0,49
188996,0,0,1,0,49
188997,0,0,0,0,0
188998,0,0,0,0,11
188999,0,0,0,0,11
189000,0,0,0,0,11
189001,0,0,0,0,1
189002,0,0,0,2,8
189003,0,0,0,2,8
189004,0,0,0,0,1
189005,0,0,0,2,8
189006,0,0,0,2,8
189007,0,0,0,0,2
189008,0,0,0,0,8
189009,0,0,0,0,8
189010,0,0,0,0,8
189011,0,0,0,0,8
189012,0,0,0,0,8
189013,0,0,0,0,1
189014,0,0,0,0,6
189015,0,0,0,1,35
189016,0,0,0,0,19
189017,0,0,0,0,19
189018,0,0,0,0,0
189019,0,0,0,0,0
189020,0,0,0,0,0
189021,0,0,0,0,0
189022,0,0,0,0,0
189023,0,0,0,0,0
189024,0,0,0,0,0
189025,0,0,0,0,0
189026,0,0,0,0,0
189027,0,0,0,0,0
189028,0,0,0,0,0
189029,0,0,0,0,0
189030,0,0,0,0,0
189031,0,1,1,4,44
189032,0,0,1,4,45
189033,0,0,0,2,40
189034,0,0,1,7,42
189035,0,0,0,1,49
189036,0,0,0,4,46
189037,0,0,0,0,1
189038,0,0,0,0,1
189039,0,0,0,0,0
189040,0,0,0,0,0
189041,0,0,0,0,0
189042,0,0,0,0,0
189043,0,0,0,0,0
189044,0,0,0,0,0
189045,0,0,0,0,0
189046,0,0,0,0,0
189047,0,0,0,0,0
189048,1,0,2,4,43
189049,1,0,2,4,43
189050,0,0,0,2,48
189051,0,0,1,2,47
189052,0,0,1,2,47
189053,0,0,1,2,47
189054,0,0,0,0,3
189055,0,0,0,0,3
189056,0,0,0,0,3
189057,0,0,0,0,3
189058,0,0,0,0,3
189059,0,0,0,0,3
189060,0,0,0,0,3
189061,0,1,1,5,43
189062,0,0,0,1,16
189063,0,0,0,0,3
189064,0,0,0,3,47
189065,0,0,0,3,47
189066,0,0,0,3,47
189067,0,0,0,3,47
189068,0,0,0,3,47
189069,0,0,0,3,47
189070,0,0,0,3,47
189071,0,0,0,3,47
189072,0,0,0,0,0
189073,0,0,0,1,16
189074,0,0,0,1,16
189075,0,0,0,0,11
189076,0,0,0,0,11
189077,0,0,0,0,11
189078,0,1,1,2,46
189079,0,1,1,2,46
189080,0,0,0,3,47
189081,0,1,0,3,16
189082,0,1,0,3,16
189083,0,1,0,3,16
189084,0,1,0,3,16
189085,0,1,0,3,16
189086,0,1,1,2,46
189087,0,0,1,6,43
189088,0,1,1,2,46
189089,0,0,0,0,1
189090,0,0,1,7,42
189091,0,0,1,3,46
189092,0,0,2,1,10
189093,0,0,2,1,10
189094,0,0,2,1,10
189095,0,0,2,1,10
189096,0,0,2,1,10
189097,0,0,2,1,10
189098,0,0,0,0,0
189099,0,0,2,1,10
189100,0,0,2,1,10
189101,0,0,2,1,10
189102,0,1,0,3,16
189103,0,1,0,3,16
189104,0,1,0,3,16
189105,0,1,0,3,16
189106,0,1,0,3,16
189107,0,1,0,3,16
189108,0,1,0,3,16
189109,0,1,0,3,16
189110,0,1,0,3,16
189111,0,1,0,3,16
189113,0,1,0,3,16
189114,0,1,0,3,16
189115,0,1,0,3,16
189116,0,1,0,3,16
189117,0,1,0,3,16
189118,0,1,0,3,16
189119,0,1,0,3,16
189120,0,1,0,3,16
189121,0,0,0,2,48
189122,0,0,0,2,48
189123,0,0,0,0,1
189124,0,0,0,2,48
189125,0,0,0,2,48
189126,0,0,1,7,42
189127,0,0,0,0,5
189128,0,0,0,0,5
189129,0,0,0,0,5
189130,0,0,0,0,0
189131,0,0,0,0,0
189132,0,0,0,0,0
189133,0,0,1,1,10
189134,0,0,1,1,10
189135,0,0,1,1,10
189136,0,0,1,1,10
189137,0,0,1,1,10
189138,0,0,1,1,10
189139,0,0,1,1,10
189140,0,0,1,1,10
189141,0,0,0,0,4
189142,0,0,0,0,25
189143,0,0,0,0,25
189144,0,0,0,0,25
189145,0,0,0,2,48
189146,0,0,0,1,16
189147,0,0,1,0,18
189148,1,3,3,8,35
189149,0,0,1,0,18
189150,0,1,1,5,43
189151,0,0,1,0,18
189152,0,0,0,0,1
189153,1,0,0,0,11
189154,0,0,1,7,42
189155,0,0,1,7,42
189156,0,0,1,1,48
189157,0,0,1,2,21
189158,1,0,0,3,46
189159,1,0,0,3,46
189160,0,0,1,0,18
189161,0,0,1,0,18
189162,0,0,0,3,41
189163,0,0,0,2,48
189164,0,0,0,2,48
189165,0,1,0,0,2
189166,0,0,0,2,48
189167,1,0,0,2,47
189168,1,0,0,2,47
189169,0,0,0,0,1
189170,0,0,0,0,1
189171,0,0,0,2,48
189172,0,0,1,0,49
189173,0,0,1,0,18
189174,0,0,1,0,18
189175,0,0,1,0,18
189176,0,0,1,0,18
189177,0,0,1,0,18
189178,0,0,1,0,18
189179,0,0,0,3,30
189180,0,0,1,0,18
189181,0,0,0,3,30
189182,0,0,1,0,18
189183,0,0,1,0,18
189184,0,0,1,0,18
189185,0,0,1,0,18
189186,0,0,1,0,18
189187,0,0,1,0,18
189188,0,0,0,0,1
189189,0,0,0,1,49
189190,0,0,0,2,48
189191,0,0,0,2,48
189192,0,0,1,7,42
189193,0,0,1,7,42
189194,0,0,0,1,18
189195,0,0,0,1,18
189196,0,0,0,3,47
189197,0,0,1,0,18
189198,0,0,1,0,18
189199,0,0,1,1,10
189200,0,0,1,1,10
