Product Tag,Values
手工蛋糕,-1.90677846961e-05
kc3,-1.65307242618e-05
北歐有機棉童裝geggamoja,-0.00147113851352
台灣特色,-0.000512452452115
床包,-4.76694617403e-05
柔軟舒適,-1.90677846961e-05
育兒,-0.000201576280634
brackets,-7.43882591779e-05
南投竹山,-2.47960863926e-05
綠鳥翼,-6.28454547501e-05
代寫小卡,-0.000356124243584
主題,-2.86016770442e-05
波波,-0.000873114727536
拉拉,-1.90677846961e-05
ｔａｍ－specimens,-0.000133474492873
design布包,-0.000259035045595
訂作,-0.0015076262864
擬真,-0.000352754016878
台式,-1.65307242618e-05
gooddesign,-0.000104872815829
crazyjason,-1.65307242618e-05
扁實檸檬,-6.28454547501e-05
iphone保護套,-0.000705508033756
茶具/茶杯,-0.0020084829978
9mm,-9.53389234805e-05
2nul,-0.000428807802903
春天,-0.00238116224882
車站,-1.65307242618e-05
africa,-4.18969698334e-05
地墊,-0.000251169990113
手工織,-0.00175845360956
業務包,-3.81355693922e-05
dachshund,-6.28454547501e-05
新年到,-1.90677846961e-05
春夏,-0.000740621862983
coffeecozy,-1.65307242618e-05
6月誕生石,-3.30614485235e-05
ｔａｍ－限定商品,-1.65307242618e-05
handmadebooks,-7.43882591779e-05
造型項鏈,-0.00038020665802
卡,-0.00045049573147
圖紋,-0.00152696550238
8.5公分,-2.47960863926e-05
藍芽音響,-2.47960863926e-05
中式,-0.000903559298974
波浪,-0.000289765903411
雜貨佈置　拍照道具,-0.000171516693268
白紋石（染藍色）,-3.30614485235e-05
海竹,-9.53389234805e-05
工業插座,-1.65307242618e-05
foodstickers,-4.95921727853e-05
minimum,-4.76694617403e-05
g3,-0.000657838572016
/立體,-7.33196972084e-05
comfort,-0.000146411112728
兔子,-0.0368070272798
喉輪氣管,-1.90677846961e-05
陶瓷杯墊,-0.000329839794746
shiba,-0.000115216667042
婚禮攝影,-2.47960863926e-05
瀟灑,-1.90677846961e-05
woodbox,-0.000266948985745
包種茶,-3.30614485235e-05
插畫角色,-7.33196972084e-05
brady,-5.78575349162e-05
登山風,-1.65307242618e-05
室內裝潢,-1.90677846961e-05
dragon,-7.62711387844e-05
進口,-0.000670351517334
天空浪漫,-2.47960863926e-05
ペン,-0.000251381819
上衣,-0.0149364052804
去味,-7.62711387844e-05
北歐風,-0.00571840313946
大包包,-0.000555134850292
玉米,-4.5049573147e-05
面單紅杉木,-1.65307242618e-05
鍍金多角形,-2.86016770442e-05
多口袋,-0.000135148719441
居家裝飾品,-3.1422727375e-05
10。銀河系列,-0.000286016770442
手工紙,-0.000104742424583
goatstory,-3.30614485235e-05
mystery,-0.00037077474731
tiffany,-0.000228709431713
綠色,-0.0279219831502
手工媽媽寶寶手冊書衣,-3.30614485235e-05
kiitos作系列束口双肩包,-4.95921727853e-05
罐子,-3.81355693922e-05
小托特,-8.58050311325e-05
neckstrap,-1.65307242618e-05
iphone456,-5.72033540883e-05
僅此一件,-0.00041670855161
火焰,-1.90677846961e-05
天然石-硨渠,-2.47960863926e-05
樂活,-0.00722476697157
陶瓷器品,-0.000514300455946
澳洲松石,-4.13268106544e-05
ecobag,-0.000115216667042
特殊剪裁,-0.000112623932867
桑蚕丝,-0.000133474492873
punkrock,-0.000478419028787
手工縫製,-0.000577685053127
valentine,-0.000363483854656
寵物分身,-2.47960863926e-05
antiques,-0.000115715069832
裸石,-0.000104872815829
豆沙紅,-3.1422727375e-05
不平帆系列,-6.6122897047e-05
香港藝術家,-0.000299011892992
葡萄收穫期,-5.23712122917e-05
提琴,-4.5049573147e-05
春季,-1.90677846961e-05
#daruma,-2.47960863926e-05
寵物精品,-0.000115715069832
甜羅勒,-6.67372464364e-05
對墜,-2.47960863926e-05
貓咪項鍊,-6.67372464364e-05
化妝鏡,-3.30614485235e-05
urban,-0.00184961457873
下午茶杯,-2.47960863926e-05
left-handed,-1.90677846961e-05
三毛貓,-0.000138583692936
日本手工杯,-3.81355693922e-05
信封款,-1.65307242618e-05
義大利皮,-2.86016770442e-05
fakesweets,-0.000270297438882
貴人,-0.000112623932867
圓點,-0.00130794734279
粉紅蛋白石,-1.90677846961e-05
植物保養,-6.67372464364e-05
冬,-0.000163780728015
無籽葡萄,-2.86016770442e-05
单肩包,-0.000405446158323
林貓王,-2.86016770442e-05
charm,-0.00142363248197
chara,-7.88367530072e-05
炒飯,-1.90677846961e-05
yancomic,-4.95921727853e-05
真皮＋藺草,-3.1422727375e-05
其它-時尚_流行配件,-4.76694617403e-05
獨壹無二,-3.30614485235e-05
流浪者,-0.000191367611515
大東夜市,-3.1422727375e-05
iphone手機包,-0.000123980431963
蜡線,-0.000995053033543
軟陶項鍊墜子,-0.000239695501796
伸展,-8.26536213088e-05
便當,-0.000592130324361
手工記事本,-6.6122897047e-05
千代田,-3.81355693922e-05
有機認證,-1.90677846961e-05
我們的耳朵,-0.000628167521947
辦公室女郎,-1.65307242618e-05
瑩光,-0.000310972368711
手繪創作,-3.30614485235e-05
天然半寶石,-0.000178062121792
立體蛋糕,-0.0001256909095
飲酒使用,-0.000123940600525
original原版畫,-3.30614485235e-05
框畫,-0.000239695501796
卡片盒,-0.000263130465833
少女風格,-0.000281559832169
可個人化,-0.000272330303917
結婚相片,-8.58050311325e-05
和福妹妹,-0.000225247865735
buhi,-0.000214899415403
德國,-0.00448650424583
骨瓷碟,-2.47960863926e-05
骨瓷碗,-1.90677846961e-05
油彩,-8.26536213088e-05
捉迷藏,-0.000114406708177
燙金,-0.000954142594403
quiche,-0.000123980431963
箸福,-2.86016770442e-05
綠葉,-7.1762854318e-05
mira系列,-0.000104872815829
印章,-0.0176982042823
流水,-4.95921727853e-05
旅行意義,-0.00110532580855
其它-建築_地標,-0.00018853636425
流汗,-1.65307242618e-05
煙,-1.65307242618e-05
黃裳鳳蝶,-3.1422727375e-05
棉麻包,-5.72033540883e-05
小車子,-2.47960863926e-05
巨魔,-2.47960863926e-05
suede,-6.67372464364e-05
踢恤,-1.65307242618e-05
マグネット,-4.95921727853e-05
全身圍裙,-2.47960863926e-05
catlover,-0.000947995984619
gypsy,-5.78575349162e-05
expensive,-1.90677846961e-05
魚說,-0.000743671214543
missvirgo,-0.000789391397498
doodles,-6.6122897047e-05
moneyclip,-0.000133474492873
大斗笠碗,-4.95921727853e-05
合作,-3.1422727375e-05
元素符號,-0.000104742424583
"""natural",-3.81355693922e-05
屏東,-0.000133474492873
圓領,-0.000564014284664
しおり,-0.000352758491109
精油瓶,-0.000200211739309
瑪麗珍,-2.47960863926e-05
century,-0.000155486184356
菠蘿包,-8.37233300377e-05
2013新品,-0.000390554043727
婚禮小物批發,-1.65307242618e-05
手工章,-0.000123940600525
馬克杯墊,-0.000107449707701
蜜蠟,-3.1422727375e-05
週計畫,-0.000272756950319
活,-1.90677846961e-05
車繡,-4.18969698334e-05
strips,-0.000643245276693
機能性,-0.000621944737423
花茶禮盒,-1.90677846961e-05
手感包裝,-4.95921727853e-05
parfait,-2.47960863926e-05
notecard,-2.86016770442e-05
掛耳包,-0.000405002744413
htcone(m9),-2.47960863926e-05
流浪,-0.000938078578204
haoshi,-0.000179407135795
10oz香氛玻璃蠟燭,-0.000231430139665
nordic,-0.000135148719441
黃玉,-0.000788367530072
1967,-2.86016770442e-05
成熟,-0.000489913021494
shape,-7.33196972084e-05
快餐,-0.000104742424583
旅遊良伴,-0.000466458553067
alternative,-2.86016770442e-05
穿戴式配件,-4.76694617403e-05
日本風,-0.000171532073785
cut,-2.86016770442e-05
cup,-0.000466145148965
繽紛,-0.0210946717984
芙蓉晶,-8.37939396668e-05
cub,-6.67372464364e-05
台灣動物,-0.000543184900318
英式下午茶,-1.90677846961e-05
close亲密系列圆形斜挎,-4.13268106544e-05
火龍果乾,-1.65307242618e-05
竹製,-4.18969698334e-05
暖色系,-0.000439233338183
隊長,-1.65307242618e-05
手绘插画,-3.30614485235e-05
樸實小芭樂,-2.47960863926e-05
期間限定商品,-3.81355693922e-05
緬甸花梨木,-1.65307242618e-05
candle,-0.00079161550739
擴音盒,-2.47960863926e-05
鮭魚,-4.76694617403e-05
cloud,-6.75743597205e-05
圖畫書,-1.65307242618e-05
鹽巴,-1.65307242618e-05
兩用香氛暖台,-4.13268106544e-05
油菜花,-4.76694617403e-05
acericoniataba700,-1.65307242618e-05
拼圖,-0.000992433296398
花花草草系列,-8.37939396668e-05
台大,-0.000714716974103
列印,-0.000398021213417
小書包,-0.000101361539581
圖案系列,-0.000363675933759
robbot,-3.30614485235e-05
同名,-1.65307242618e-05
☆貼紙,-0.000104872815829
hotrollhellcat,-0.000209745631657
缺水,-2.86016770442e-05
22mm,-0.000669494332601
蓋章本,-3.30614485235e-05
瑪瑙（橘紅色）,-4.13268106544e-05
frog,-0.000674065852403
上身,-0.000168935899301
オリジナル,-0.00169991664722
粉色系,-0.000136165151959
sailormoon,-0.000181837966879
空白本,-0.000421533468675
珠寶線,-0.000114406708177
mintneiff-纏繞系列,-4.13268106544e-05
♛：蝴蝶帽：♛,-3.30614485235e-05
微笑-smiling,-2.47960863926e-05
哭,-5.72033540883e-05
planet,-0.000597268011186
蛋糕,-0.00954846061778
消臭,-0.000220103135479
zhi,-0.000125985175396
中夾,-0.000140511156225
u型夾,-1.90677846961e-05
墊,-4.13268106544e-05
嬰幼兒,-0.00143067038061
公平貿易產品,-7.1762854318e-05
曼陀羅,-0.000784117420143
cafe,-7.55911052376e-05
防塵塞,-0.00251811433414
chinesewedding,-8.58050311325e-05
cardphone,-0.000157673506014
插畫風格,-0.000843366029442
捧花,-0.00184396979319
燙銀,-0.000222186558895
【專屬訂製】小圓片系列,-5.63119664337e-05
短項鏈,-1.65307242618e-05
蜂蜜皂,-3.30614485235e-05
cater,-0.000132245794094
studdedheartz,-0.000135148719441
dgph,-0.00034322012453
電線收納,-8.26536213088e-05
１点もの,-1.90677846961e-05
餐廚用品,-0.00041670855161
小楓時節,-2.47960863926e-05
手作羊毛氈玩偶,-4.95921727853e-05
日系風,-0.000356226978325
永續,-0.000321605852177
黃綠,-3.1422727375e-05
箭,-0.000143008385221
火箭,-0.000105548734319
杯架,-3.30614485235e-05
日本牛津布,-2.47960863926e-05
日光小事sunlight,-8.58050311325e-05
dessert,-0.000168935899301
布丁,-0.000203328087234
優質耳環,-2.86016770442e-05
東風韻集,-5.78575349162e-05
分類-mending_tape,-0.000140511156225
凱,-4.13268106544e-05
天然草莓晶,-3.81355693922e-05
陶瓷製,-2.86016770442e-05
18k金,-0.000275090941552
可愛　print,-5.23712122917e-05
5孔靴,-2.86016770442e-05
幾何線條,-0.000143525708636
方框,-0.000219279524005
ピアス　フリル　シングル,-1.65307242618e-05
2-1「居家」清潔用具,-8.26536213088e-05
纓桃,-2.86016770442e-05
handmadeinhongkong,-3.30614485235e-05
饅頭家人,-1.90677846961e-05
方格,-5.23712122917e-05
細鍊,-0.000911259093876
田園系列,-0.000238347308701
海獺,-7.1762854318e-05
天使翅膀,-5.72033540883e-05
海獅,-1.90677846961e-05
日本松木陶瓷燈座,-3.30614485235e-05
淚珠,-4.76694617403e-05
雞蛋花,-5.63119664337e-05
公文袋,-4.13268106544e-05
骨瓷,-0.000191367611515
証件套,-0.000158323101478
布作,-5.23712122917e-05
生如夏花系列,-7.33196972084e-05
免費,-1.90677846961e-05
che,-6.67372464364e-05
工筆,-5.72033540883e-05
簡約風格,-0.000340159973569
照片,-0.00236676185838
charcoal,-2.86016770442e-05
漸層鏡片,-0.000200211739309
中國,-0.000774378646877
phyllisstrap,-4.13268106544e-05
微軟,-0.000181143954613
純粹玩,-0.000284465625383
婚禮擺設,-4.5049573147e-05
設計．design,-0.00144592801638
湯麵碗,-1.90677846961e-05
オーガニックコットン,-3.1422727375e-05
木頭珠手環,-0.000132245794094
經典皮革,-6.6122897047e-05
小孩背包,-3.30614485235e-05
棗子,-5.23712122917e-05
key-holder,-0.000173572604748
車牌,-4.5049573147e-05
黑帆布包,-3.30614485235e-05
幸運籤文,-0.000247772652308
iphone手機套,-0.000123980431963
玉石,-0.000345650001126
純銀墜子,-2.47960863926e-05
01nato基本系列,-0.000264491588188
リゾート,-1.65307242618e-05
直式兩用帆布包,-1.65307242618e-05
吉祥,-0.000142943394821
可動袖扣,-3.30614485235e-05
gymbag,-1.90677846961e-05
團隊,-0.00131567714403
出清品,-1.65307242618e-05
檸檬黃,-0.000192561684376
手工皂,-0.00573125620894
毛衣外套,-0.000104872815829
棉麻帽,-0.000115715069832
手工皮,-2.86016770442e-05
中筒鞋款,-3.30614485235e-05
掛耳式,-7.43882591779e-05
簡約系列,-0.000698268383778
mustache,-7.55911052376e-05
風暴瓶,-2.86016770442e-05
特色｜鐳射雕刻/laser,-0.000107449707701
車燈,-1.65307242618e-05
春到,-3.81355693922e-05
galaxy,-0.0156002741376
胡蘿蔔素,-2.47960863926e-05
名片盒,-0.000981165439686
廚房,-0.00286850847287
著色,-0.000540937263383
貴婦狗,-5.63119664337e-05
/歐美系列/,-3.30614485235e-05
sapling,-0.000276482878093
下港,-1.65307242618e-05
紫三輪水晶,-2.47960863926e-05
玉球,-3.81355693922e-05
綠幽靈,-3.30614485235e-05
純銀耳環,-0.000743643603148
傢具,-2.86016770442e-05
viewsonic,-7.43882591779e-05
暖暖包,-1.90677846961e-05
蠶絲臘繩,-1.65307242618e-05
台灣原生系列,-1.65307242618e-05
泰姬瑪哈陵,-1.90677846961e-05
防水貼紙,-0.000892659110135
甜派　節慶,-2.86016770442e-05
蝴蝶機,-1.65307242618e-05
勾針,-0.000261372473381
田園風,-0.000325873619713
拭鏡布,-1.65307242618e-05
樽蓋,-1.65307242618e-05
手工疏,-1.65307242618e-05
栃木皮革,-0.000211097468637
龍蝦扣,-0.000115715069832
note5手機殼,-4.13268106544e-05
力量,-0.000171516693268
交換明信片,-9.09189834397e-05
蛇年,-1.65307242618e-05
風暴球,-2.47960863926e-05
擺設用品,-3.81355693922e-05
giftideas,-0.000104742424583
yarn,-6.6122897047e-05
dumbbell,-1.65307242618e-05
便箋,-2.86016770442e-05
可愛　present,-4.76694617403e-05
partyheadpiece,-4.13268106544e-05
貓剪影,-3.1422727375e-05
sack,-4.76694617403e-05
friendshipbracelet,-9.91843455706e-05
bijou,-0.000101361539581
辣,-0.000112623932867
bridalveil,-2.47960863926e-05
郵局,-3.81355693922e-05
冰種湖水綠翡翠,-0.000114406708177
勇氣自信,-6.67372464364e-05
全手作,-0.00076572821947
牆,-0.000199010606709
bulldog,-0.00138097490783
ボンボン,-7.43882591779e-05
插畫本,-4.95921727853e-05
scrapbooking,-0.000123940600525
捲式筆袋,-4.13268106544e-05
異國風情,-0.000671833955657
outerspace,-2.47960863926e-05
爿爿花,-2.47960863926e-05
放大鏡,-1.65307242618e-05
hoodies_women,-0.000123886326154
潮溼可寫,-2.47960863926e-05
紫龍晶,-3.81355693922e-05
對偶,-9.0099146294e-05
寬幅平織印花棉布,-3.30614485235e-05
皮革錢夾,-0.000146639394417
系列｜m_newborn_bird,-4.13268106544e-05
钥匙包,-1.90677846961e-05
marcomics,-5.72033540883e-05
兔兔,-0.000688537150657
壁掛收納袋,-2.86016770442e-05
微笑系列,-0.000104872815829
多用途記事,-0.000104872815829
animal　bear,-0.000135148719441
介質,-9.91843455706e-05
竹蔑,-0.000220103135479
潛水料,-6.28454547501e-05
吐司,-0.000123886326154
互動,-0.000325639557326
胸圈,-2.47960863926e-05
冬日,-0.00151712736353
森林動物,-0.000257298110677
其它-貓咪狗狗,-0.000199010606709
海灘,-0.00238506539611
皮墊,-6.67372464364e-05
太空年代,-9.42681821251e-05
親子飾品,-4.76694617403e-05
膠原蛋白,-0.000136165151959
scorpion,-4.13268106544e-05
小蘋果,-5.23712122917e-05
独特设计,-4.76694617403e-05
【皮繩搭配】系列,-0.000123940600525
純棉圍巾,-0.000123980431963
珠寶盒,-0.000343033386536
michaud,-7.88367530072e-05
碎鑽,-3.1422727375e-05
珠寶盤,-2.86016770442e-05
江戸,-7.1762854318e-05
限量發售,-1.90677846961e-05
極簡入冬,-5.78575349162e-05
fixed,-1.65307242618e-05
站立,-1.65307242618e-05
台南,-0.00421973912851
taiwanese,-1.90677846961e-05
生巧克力,-0.000299011892992
天氣瓶,-0.000135148719441
领结,-0.000107449707701
台北,-0.000932415105423
光,-0.000135148719441
handandcuff,-3.81355693922e-05
英國sew,-2.47960863926e-05
香道,-3.30614485235e-05
empathy,-5.72033540883e-05
大理石紋,-0.00179407135795
風格t-shirt,-4.18969698334e-05
第二代,-2.47960863926e-05
4-1「3c」周邊配件,-4.76694617403e-05
咖啡館,-0.00472389569738
实木iphone6手機殼,-0.000165307242618
denim,-0.00246619740981
音樂會,-9.91843455706e-05
fujifilm,-0.000171610062265
小鬼頭,-1.65307242618e-05
摩托車燈,-1.65307242618e-05
防小人,-4.18969698334e-05
棉外套,-3.81355693922e-05
褸,-0.000115715069832
jewcas,-0.000921733336335
幾何馬鞍包,-2.47960863926e-05
好米亞,-9.53389234805e-05
情人款,-6.28454547501e-05
明信片-星空台灣,-1.65307242618e-05
印度圖騰,-0.000297553036712
南非博士茶,-4.13268106544e-05
海盜,-4.5049573147e-05
點心架,-3.30614485235e-05
萬用明信片,-0.000171610062265
hairpiece,-0.000476694617403
照相,-2.86016770442e-05
中古,-0.000176379245554
無石化界面活性劑,-0.000209745631657
法國鄉村,-1.65307242618e-05
黏土,-0.00211817852813
其它-樂譜_音符_音樂,-2.47960863926e-05
水蜜桃,-7.1762854318e-05
sigur,-4.76694617403e-05
裸礦,-1.90677846961e-05
野餐,-0.0122555937933
yoga,-0.000474751496071
gwyneth,-3.30614485235e-05
擦拭,-0.000180198292588
豹,-0.000314475468605
乳白,-4.76694617403e-05
老品墨鏡,-1.65307242618e-05
卸妝,-7.88367530072e-05
賞月,-2.86016770442e-05
公事包(bc),-1.90677846961e-05
禮物推薦,-0.00384079775263
電子版,-2.86016770442e-05
gmz,-0.000428349596346
embossed,-7.33196972084e-05
smart,-0.000421533468675
plepic,-0.000681372113945
壓線,-4.18969698334e-05
提示,-3.30614485235e-05
蠟染,-0.000113386657856
膳魔師,-1.90677846961e-05
小本子,-0.00119406364025
culottes,-7.33196972084e-05
盆花,-8.26536213088e-05
riderwallet,-1.65307242618e-05
用橡皮章玩遊戲,-1.90677846961e-05
韓式髮箍,-3.81355693922e-05
專屬,-0.0140923113022
chico,-0.000104742424583
high-heeled,-1.65307242618e-05
地圖,-0.00401591186201
鮮紅,-0.000157673506014
hair,-0.0026301584647
圓鏡,-5.78575349162e-05
給情人。,-0.00110866954348
流星,-0.000457418863426
紙製品,-0.000157113636875
分類-貼紙,-0.000219279524005
❤cornsox,-9.09189834397e-05
jibu_wang,-3.81355693922e-05
銀色項鏈,-0.000148776518356
dci,-0.000176379245554
日本陶器,-0.000184710285058
justin,-2.47960863926e-05
賓士貓,-5.63119664337e-05
相机包,-0.000705668067461
吊飾鑰匙圈,-0.000326609405316
中藥配方,-1.65307242618e-05
planners,-0.000162076169917
socks,-0.00304800455538
飯卡套,-8.37233300377e-05
平安符,-3.30614485235e-05
female,-0.000118742326108
厚磅數,-0.000627897139965
快速,-2.86016770442e-05
パーティー,-4.76694617403e-05
療育系,-1.90677846961e-05
elastic,-9.91843455706e-05
特省,-1.90677846961e-05
marsala,-0.000247772652308
植物浸泡油皂,-8.26536213088e-05
喇叭,-0.000206346689511
r.i.h.m,-0.00101627174655
摩托羅拉,-0.000591101325579
雞塊,-1.65307242618e-05
punkpumpkin,-0.000233859581446
快遞,-1.90677846961e-05
防蟲,-1.90677846961e-05
flip,-0.000114406708177
島民,-9.53389234805e-05
會議紀錄,-1.65307242618e-05
藍星砂石,-4.13268106544e-05
【手作痕跡】系列,-6.67372464364e-05
circus,-0.000770360974175
8吋ipadmini,-3.30614485235e-05
printingattern,-1.65307242618e-05
賽先生,-0.000188977763094
钥匙圈,-3.81355693922e-05
detail,-0.000577685053127
清潔用品,-1.90677846961e-05
indikidual,-0.000785568184376
養顏美容,-4.13268106544e-05
糕點裝飾,-3.81355693922e-05
galaxy-note3外殼,-2.47960863926e-05
髮飾．ribbon,-0.000225247865735
擰花髮帶,-1.65307242618e-05
ramble,-9.53389234805e-05
轉印,-5.78575349162e-05
灰毛呢,-1.65307242618e-05
男性皮夾,-3.30614485235e-05
三葉勁戰cygus,-2.47960863926e-05
happybirthday,-4.5049573147e-05
錢,-7.1762854318e-05
zenphone,-3.1422727375e-05
尼龍戒指,-5.78575349162e-05
ipad包,-0.000251970350792
對比,-0.000473997992309
底片,-0.000171516693268
冬帽,-5.78575349162e-05
playground,-2.86016770442e-05
c│典雅皮底圓頭,-2.47960863926e-05
冬季,-0.00144062067367
school,-0.000131935917898
#design,-0.000181143954613
嘴巴,-0.000123886326154
金曜石,-2.86016770442e-05
喜氣洋洋,-1.90677846961e-05
解剖學,-0.000765842743499
淺咖啡,-1.90677846961e-05
話語,-0.000157041880487
牛皮原色,-1.90677846961e-05
象印,-3.1422727375e-05
山中健行,-4.5049573147e-05
黃色小鴨,-0.00072663741266
blue,-0.0207630840337
libbey,-1.90677846961e-05
liberty,-6.75743597205e-05
eco,-0.000706683713665
孩子們的禮物,-1.65307242618e-05
有聲音,-0.000132245794094
handembroidered,-0.000167587879334
對款,-7.62711387844e-05
celia&perah,-1.65307242618e-05
luggage,-0.000131565232916
萬聖夜,-3.30614485235e-05
秋葉,-1.90677846961e-05
棉褲襪,-9.91843455706e-05
moonstone,-0.000430577125908
20年代,-6.67372464364e-05
melaleuca,-1.65307242618e-05
600元交換禮物,-7.33196972084e-05
prints,-1.65307242618e-05
日本女孩,-0.000448582120854
精品茶,-4.13268106544e-05
結婚紀念,-7.62711387844e-05
時尚風格,-1.90677846961e-05
pyramid,-9.0099146294e-05
桌飾,-0.000415751078807
半月包,-1.65307242618e-05
兔毛,-1.90677846961e-05
保潔墊,-6.6122897047e-05
saber,-1.65307242618e-05
行動工具,-3.30614485235e-05
山山來茶,-3.81355693922e-05
色丁絲帶,-1.65307242618e-05
米倉,-0.000191367611515
madeinhongkong,-8.81896227772e-05
直身,-9.0099146294e-05
ヒョウ柄,-1.65307242618e-05
個性淑女風,-1.65307242618e-05
配件:14kgf,-5.23712122917e-05
dolphin,-0.000104742424583
種子系列,-0.000123886326154
封筒,-4.76694617403e-05
ceremony,-4.18969698334e-05
flyingsofye,-0.000306291287788
音樂家,-3.1422727375e-05
イエローゴールド　first,-3.1422727375e-05
台湾,-0.000405446158323
5吋手機包,-0.000146411112728
蠟封,-0.000454594917198
皮草,-5.63119664337e-05
半身裙,-0.000228813416353
紅綠燈,-4.18969698334e-05
horoscope,-0.000281559832169
淡淡香村,-0.000112623932867
跨年,-0.00167514031822
英式禮帽,-0.000143008385221
草泥馬(羊駝)造型,-0.000125985175396
日本絨球,-2.86016770442e-05
杯,-0.00206781118902
皮錶帶,-0.00029555066279
iphone保護殼,-0.00259321871867
飛翔,-0.000237484652217
公文包,-0.0001256909095
傻大貓,-2.47960863926e-05
行李吊牌,-0.000908996154695
水瓶座,-0.000151320905642
母女裝,-0.00061732735944
耳機防塵塞,-0.000247616027413
節慶,-0.00469805757636
魚子醬可愛,-2.47960863926e-05
葄,-0.000225247865735
蜂蜜系列,-3.30614485235e-05
拼接,-0.00950520169597
旅行的陪伴,-7.33196972084e-05
環境友善,-0.000327561456029
桜,-3.81355693922e-05
鏡,-0.000430577125908
相簿/相本,-0.000107449707701
清新,-0.0283644449571
筆盒,-0.000770360974175
兩圈手繩,-4.13268106544e-05
收納角,-1.65307242618e-05
large,-4.76694617403e-05
ペア,-1.65307242618e-05
バレッタ,-7.43882591779e-05
禮贈品,-1.90677846961e-05
手鍊，皮手環,-3.30614485235e-05
foldie,-1.65307242618e-05
薔絲,-0.000114406708177
毛球,-0.000340159973569
懷舊包包,-1.65307242618e-05
journallifestyle,-4.13268106544e-05
新技術,-1.90677846961e-05
手工手鐲,-4.13268106544e-05
soda,-4.5049573147e-05
ㄑ紋,-2.47960863926e-05
環保染色,-7.62711387844e-05
sofye,-0.000192590243544
galaxycoreplus,-1.65307242618e-05
fantasy,-0.000138583692936
梅子,-1.90677846961e-05
美國o'bon,-0.000219959091625
旅行中。手作行李吊牌,-1.65307242618e-05
女外套,-0.000178062121792
腕飾,-1.65307242618e-05
超商取貨,-0.000191460685875
postcards,-0.000297553036712
小卡片,-0.00018853636425
アニマル柄,-1.65307242618e-05
birdcageveil,-1.65307242618e-05
波蘭陶,-3.30614485235e-05
恐龍,-0.00340245102127
宝尽くし,-4.13268106544e-05
紅玉髓,-3.30614485235e-05
handkerchief,-0.000123940600525
方卡,-1.65307242618e-05
地標,-0.000115216667042
水滴型,-2.86016770442e-05
表現系列,-0.000165307242618
绘画,-0.000112623932867
動物馬戲團,-0.000105548734319
學習,-0.000191460685875
新鮮烘焙,-4.95921727853e-05
鎚敲紋,-2.47960863926e-05
夢想設計款,-4.18969698334e-05
收納袋,-0.00562398131399
織帶,-6.75743597205e-05
mother,-8.37233300377e-05
design手鍊設計,-0.000495762402099
方包,-0.000131565232916
多功能睡袋,-0.000115715069832
b&w,-3.81355693922e-05
章魚,-0.000325639557326
維尼,-1.90677846961e-05
織布,-0.00097201508478
agnes,-5.72033540883e-05
三折超細自動開收傘,-0.000247960863926
人際關係,-0.000146411112728
励まし,-5.23712122917e-05
包裝材料,-0.0011938136884
切絵,-4.13268106544e-05
俏妞,-7.88367530072e-05
寵物床墊,-3.30614485235e-05
情人對鍊,-0.000152542277569
茄子紫,-1.65307242618e-05
misslittle,-3.30614485235e-05
叉子,-0.000243003771195
japanesefabric,-0.000119604757197
糖罐,-6.67372464364e-05
wedding,-0.0079431345916
botanical,-0.000887824368657
男生禮組（2件組）,-1.65307242618e-05
beads,-0.000324701516209
純棉t,-0.000115715069832
古典木質,-3.30614485235e-05
深,-1.65307242618e-05
パイナップル,-1.90677846961e-05
微波,-1.65307242618e-05
明信片打印,-6.67372464364e-05
飲食,-0.000167587879334
1960s,-5.98023785984e-05
憨人作,-0.000352754016878
設計師作品-蔡沛珍,-5.23712122917e-05
潛艇包,-4.13268106544e-05
麂皮mf,-2.86016770442e-05
西班牙,-0.00156642201774
伊勢木綿,-1.65307242618e-05
mug,-0.000303753031292
粗粒按摩,-1.65307242618e-05
mum,-2.86016770442e-05
純銀項鏈,-7.43882591779e-05
印度風,-0.000343033386536
保暖衣物,-0.00045049573147
杯子,-0.00249595907415
工程車,-1.65307242618e-05
手腕花,-0.000178062121792
油漆,-7.33196972084e-05
loomloop,-0.000211097468637
花椰菜鑰匙圈,-4.13268106544e-05
毛娃娃,-0.000179407135795
方向,-0.0001256909095
充電式手機座,-0.000104872815829
黃銅設計頭骨,-0.000878466676366
normcore,-0.000236998996155
5s,-0.000382921371749
organza,-2.86016770442e-05
長版外套,-3.81355693922e-05
深棕色,-4.18969698334e-05
照片夾,-1.65307242618e-05
花入れ,-0.000266948985745
其它-標籤_手帳_書寫,-0.000272330303917
綠寶石,-6.75743597205e-05
情人卡,-0.000776944040303
cross_stitch,-5.78575349162e-05
loft,-0.00686256900743
帆船鞋,-8.58050311325e-05
飛碟,-7.88367530072e-05
五百元交換禮物,-4.76694617403e-05
補冬,-4.76694617403e-05
寬尾鳳蝶,-0.000107644281477
n,-5.23712122917e-05
中國鎖,-2.47960863926e-05
鍍金圓形,-1.90677846961e-05
回收紙筆記夾,-3.30614485235e-05
拉利瑪,-0.000162076169917
accessories,-0.0342350640192
卡布奇諾,-0.000115216667042
拒絕動物測試,-8.37939396668e-05
賀美西,-0.000181143954613
手工手鍊,-1.65307242618e-05
木扣裝飾,-1.65307242618e-05
馬　彩色馬　彩虹馬,-4.18969698334e-05
老照片,-1.65307242618e-05
衣車,-1.65307242618e-05
兔子．rabbit,-7.1762854318e-05
